method_name	method_col	method_pch	organism	threshold	TPR	L1
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.05	0.720930232558139	0 ds. 0 nonds (n = 7299, n.ds = 172)
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0.63953488372093	0 ds. 0 nonds (n = 7299, n.ds = 172)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0.651162790697674	0 ds. 0 nonds (n = 7299, n.ds = 172)
casper	casper	complete	Human	0.05	0.459302325581395	0 ds. 0 nonds (n = 7299, n.ds = 172)
casper, incomplete	casper	incomplete	Human	0.05	0.482558139534884	0 ds. 0 nonds (n = 7299, n.ds = 172)
MISO	MISO	complete	Human	0.05	0.732558139534884	0 ds. 0 nonds (n = 7299, n.ds = 172)
MISO, incomplete	MISO	incomplete	Human	0.05	0.738372093023256	0 ds. 0 nonds (n = 7299, n.ds = 172)
SplicingGraph	SplicingGraph	complete	Human	0.05	0.726744186046512	0 ds. 0 nonds (n = 7299, n.ds = 172)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.05	0.720930232558139	0 ds. 0 nonds (n = 7299, n.ds = 172)
TopHat-junctions	TopHat-junctions	complete	Human	0.05	0.656976744186046	0 ds. 0 nonds (n = 7299, n.ds = 172)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.05	0.622093023255814	0 ds. 0 nonds (n = 7299, n.ds = 172)
kallisto	kallisto	complete	Human	0.05	0.755813953488372	0 ds. 0 nonds (n = 7299, n.ds = 172)
kallisto, incomplete	kallisto	incomplete	Human	0.05	0.755813953488372	0 ds. 0 nonds (n = 7299, n.ds = 172)
DEXSeq-default	DEXSeq-default	complete	Human	0.1	0.662790697674419	0 ds. 0 nonds (n = 7299, n.ds = 172)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0.668604651162791	0 ds. 0 nonds (n = 7299, n.ds = 172)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	0.732558139534884	0 ds. 0 nonds (n = 7299, n.ds = 172)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0.732558139534884	0 ds. 0 nonds (n = 7299, n.ds = 172)
featureCounts-flat	featureCounts-flat	complete	Human	0.1	0.726744186046512	0 ds. 0 nonds (n = 7299, n.ds = 172)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.1	0.726744186046512	0 ds. 0 nonds (n = 7299, n.ds = 172)
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0.656976744186046	0 ds. 0 nonds (n = 7299, n.ds = 172)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0.662790697674419	0 ds. 0 nonds (n = 7299, n.ds = 172)
casper	casper	complete	Human	0.1	0.459302325581395	0 ds. 0 nonds (n = 7299, n.ds = 172)
casper, incomplete	casper	incomplete	Human	0.1	0.488372093023256	0 ds. 0 nonds (n = 7299, n.ds = 172)
MISO	MISO	complete	Human	0.1	0.767441860465116	0 ds. 0 nonds (n = 7299, n.ds = 172)
MISO, incomplete	MISO	incomplete	Human	0.1	0.779069767441861	0 ds. 0 nonds (n = 7299, n.ds = 172)
SplicingGraph	SplicingGraph	complete	Human	0.1	0.767441860465116	0 ds. 0 nonds (n = 7299, n.ds = 172)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.1	0.773255813953488	0 ds. 0 nonds (n = 7299, n.ds = 172)
TopHat-junctions	TopHat-junctions	complete	Human	0.1	0.686046511627907	0 ds. 0 nonds (n = 7299, n.ds = 172)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.1	0.633720930232558	0 ds. 0 nonds (n = 7299, n.ds = 172)
kallisto	kallisto	complete	Human	0.1	0.761627906976744	0 ds. 0 nonds (n = 7299, n.ds = 172)
kallisto, incomplete	kallisto	incomplete	Human	0.1	0.761627906976744	0 ds. 0 nonds (n = 7299, n.ds = 172)
DEXSeq-default	DEXSeq-default	complete	Human	0.01	0.645348837209302	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	0.656976744186046	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	0.686046511627907	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	0.686046511627907	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-flat	featureCounts-flat	complete	Human	0.01	0.691860465116279	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.01	0.691860465116279	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-exon	featureCounts-exon	complete	Human	0.01	0.604651162790698	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0.598837209302326	0 ds. 1 nonds (n = 5735, n.ds = 172)
casper	casper	complete	Human	0.01	0.406976744186047	0 ds. 1 nonds (n = 5735, n.ds = 172)
casper, incomplete	casper	incomplete	Human	0.01	0.453488372093023	0 ds. 1 nonds (n = 5735, n.ds = 172)
MISO	MISO	complete	Human	0.01	0.697674418604651	0 ds. 1 nonds (n = 5735, n.ds = 172)
MISO, incomplete	MISO	incomplete	Human	0.01	0.709302325581395	0 ds. 1 nonds (n = 5735, n.ds = 172)
SplicingGraph	SplicingGraph	complete	Human	0.01	0.662790697674419	0 ds. 1 nonds (n = 5735, n.ds = 172)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.01	0.656976744186046	0 ds. 1 nonds (n = 5735, n.ds = 172)
TopHat-junctions	TopHat-junctions	complete	Human	0.01	0.581395348837209	0 ds. 1 nonds (n = 5735, n.ds = 172)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.01	0.558139534883721	0 ds. 1 nonds (n = 5735, n.ds = 172)
kallisto	kallisto	complete	Human	0.01	0.697674418604651	0 ds. 1 nonds (n = 5735, n.ds = 172)
kallisto, incomplete	kallisto	incomplete	Human	0.01	0.703488372093023	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-default	DEXSeq-default	complete	Human	0.05	0.686046511627907	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0.691860465116279	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	0.732558139534884	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0.732558139534884	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-flat	featureCounts-flat	complete	Human	0.05	0.738372093023256	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.05	0.75	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0.627906976744186	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0.616279069767442	0 ds. 1 nonds (n = 5735, n.ds = 172)
casper	casper	complete	Human	0.05	0.441860465116279	0 ds. 1 nonds (n = 5735, n.ds = 172)
casper, incomplete	casper	incomplete	Human	0.05	0.476744186046512	0 ds. 1 nonds (n = 5735, n.ds = 172)
MISO	MISO	complete	Human	0.05	0.755813953488372	0 ds. 1 nonds (n = 5735, n.ds = 172)
MISO, incomplete	MISO	incomplete	Human	0.05	0.761627906976744	0 ds. 1 nonds (n = 5735, n.ds = 172)
SplicingGraph	SplicingGraph	complete	Human	0.05	0.709302325581395	0 ds. 1 nonds (n = 5735, n.ds = 172)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.05	0.715116279069767	0 ds. 1 nonds (n = 5735, n.ds = 172)
TopHat-junctions	TopHat-junctions	complete	Human	0.05	0.662790697674419	0 ds. 1 nonds (n = 5735, n.ds = 172)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.05	0.587209302325581	0 ds. 1 nonds (n = 5735, n.ds = 172)
kallisto	kallisto	complete	Human	0.05	0.715116279069767	0 ds. 1 nonds (n = 5735, n.ds = 172)
kallisto, incomplete	kallisto	incomplete	Human	0.05	0.715116279069767	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-default	DEXSeq-default	complete	Human	0.1	0.697674418604651	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0.709302325581395	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	0.75	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0.75	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-flat	featureCounts-flat	complete	Human	0.1	0.761627906976744	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.1	0.767441860465116	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0.651162790697674	0 ds. 1 nonds (n = 5735, n.ds = 172)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0.656976744186046	0 ds. 1 nonds (n = 5735, n.ds = 172)
casper	casper	complete	Human	0.1	0.447674418604651	0 ds. 1 nonds (n = 5735, n.ds = 172)
casper, incomplete	casper	incomplete	Human	0.1	0.488372093023256	0 ds. 1 nonds (n = 5735, n.ds = 172)
MISO	MISO	complete	Human	0.1	0.784883720930233	0 ds. 1 nonds (n = 5735, n.ds = 172)
MISO, incomplete	MISO	incomplete	Human	0.1	0.784883720930233	0 ds. 1 nonds (n = 5735, n.ds = 172)
SplicingGraph	SplicingGraph	complete	Human	0.1	0.726744186046512	0 ds. 1 nonds (n = 5735, n.ds = 172)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.1	0.720930232558139	0 ds. 1 nonds (n = 5735, n.ds = 172)
TopHat-junctions	TopHat-junctions	complete	Human	0.1	0.720930232558139	0 ds. 1 nonds (n = 5735, n.ds = 172)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.1	0.645348837209302	0 ds. 1 nonds (n = 5735, n.ds = 172)
kallisto	kallisto	complete	Human	0.1	0.75	0 ds. 1 nonds (n = 5735, n.ds = 172)
kallisto, incomplete	kallisto	incomplete	Human	0.1	0.75	0 ds. 1 nonds (n = 5735, n.ds = 172)
DEXSeq-default	DEXSeq-default	complete	Human	0.01	0.521739130434783	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	0.531772575250836	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	0.608695652173913	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	0.605351170568562	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-flat	featureCounts-flat	complete	Human	0.01	0.612040133779264	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.01	0.608695652173913	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-exon	featureCounts-exon	complete	Human	0.01	0.538461538461538	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0.535117056856187	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
casper	casper	complete	Human	0.01	0.334448160535117	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
casper, incomplete	casper	incomplete	Human	0.01	0.357859531772575	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
MISO	MISO	complete	Human	0.01	0.648829431438127	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
MISO, incomplete	MISO	incomplete	Human	0.01	0.652173913043478	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
SplicingGraph	SplicingGraph	complete	Human	0.01	0.59866220735786	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.01	0.588628762541806	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
TopHat-junctions	TopHat-junctions	complete	Human	0.01	0.591973244147157	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.01	0.555183946488294	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
kallisto	kallisto	complete	Human	0.01	0.635451505016722	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
kallisto, incomplete	kallisto	incomplete	Human	0.01	0.635451505016722	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-default	DEXSeq-default	complete	Human	0.05	0.561872909698997	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0.578595317725752	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	0.655518394648829	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0.655518394648829	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-flat	featureCounts-flat	complete	Human	0.05	0.662207357859532	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.05	0.662207357859532	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0.568561872909699	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0.575250836120401	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
casper	casper	complete	Human	0.05	0.364548494983278	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
casper, incomplete	casper	incomplete	Human	0.05	0.404682274247492	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
MISO	MISO	complete	Human	0.05	0.688963210702341	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
MISO, incomplete	MISO	incomplete	Human	0.05	0.692307692307692	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
SplicingGraph	SplicingGraph	complete	Human	0.05	0.635451505016722	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.05	0.635451505016722	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
TopHat-junctions	TopHat-junctions	complete	Human	0.05	0.655518394648829	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.05	0.612040133779264	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
kallisto	kallisto	complete	Human	0.05	0.695652173913043	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
kallisto, incomplete	kallisto	incomplete	Human	0.05	0.68561872909699	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-default	DEXSeq-default	complete	Human	0.1	0.588628762541806	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0.608695652173913	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	0.688963210702341	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0.68561872909699	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-flat	featureCounts-flat	complete	Human	0.1	0.698996655518395	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.1	0.692307692307692	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0.588628762541806	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0.588628762541806	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
casper	casper	complete	Human	0.1	0.397993311036789	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
casper, incomplete	casper	incomplete	Human	0.1	0.434782608695652	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
MISO	MISO	complete	Human	0.1	0.71571906354515	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
MISO, incomplete	MISO	incomplete	Human	0.1	0.71571906354515	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
SplicingGraph	SplicingGraph	complete	Human	0.1	0.655518394648829	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.1	0.658862876254181	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
TopHat-junctions	TopHat-junctions	complete	Human	0.1	0.678929765886288	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.1	0.645484949832776	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
kallisto	kallisto	complete	Human	0.1	0.719063545150502	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
kallisto, incomplete	kallisto	incomplete	Human	0.1	0.705685618729097	0 ds.[ 2,17] nonds (n = 7019, n.ds = 299)
DEXSeq-default	DEXSeq-default	complete	Human	0.01	0.617283950617284	1 ds. 0 nonds (n = 81, n.ds = 81)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	0.604938271604938	1 ds. 0 nonds (n = 81, n.ds = 81)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	0.691358024691358	1 ds. 0 nonds (n = 81, n.ds = 81)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	0.666666666666667	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-flat	featureCounts-flat	complete	Human	0.01	0.691358024691358	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.01	0.666666666666667	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-exon	featureCounts-exon	complete	Human	0.01	0.654320987654321	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0.604938271604938	1 ds. 0 nonds (n = 81, n.ds = 81)
casper	casper	complete	Human	0.01	0.469135802469136	1 ds. 0 nonds (n = 81, n.ds = 81)
casper, incomplete	casper	incomplete	Human	0.01	0.407407407407407	1 ds. 0 nonds (n = 81, n.ds = 81)
MISO	MISO	complete	Human	0.01	0.740740740740741	1 ds. 0 nonds (n = 81, n.ds = 81)
MISO, incomplete	MISO	incomplete	Human	0.01	0.493827160493827	1 ds. 0 nonds (n = 81, n.ds = 81)
SplicingGraph	SplicingGraph	complete	Human	0.01	0.716049382716049	1 ds. 0 nonds (n = 81, n.ds = 81)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.01	0.54320987654321	1 ds. 0 nonds (n = 81, n.ds = 81)
TopHat-junctions	TopHat-junctions	complete	Human	0.01	0.666666666666667	1 ds. 0 nonds (n = 81, n.ds = 81)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.01	0.617283950617284	1 ds. 0 nonds (n = 81, n.ds = 81)
kallisto	kallisto	complete	Human	0.01	0.679012345679012	1 ds. 0 nonds (n = 81, n.ds = 81)
kallisto, incomplete	kallisto	incomplete	Human	0.01	0.407407407407407	1 ds. 0 nonds (n = 81, n.ds = 81)
DEXSeq-default	DEXSeq-default	complete	Human	0.05	0.62962962962963	1 ds. 0 nonds (n = 81, n.ds = 81)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0.62962962962963	1 ds. 0 nonds (n = 81, n.ds = 81)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	0.716049382716049	1 ds. 0 nonds (n = 81, n.ds = 81)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0.703703703703704	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-flat	featureCounts-flat	complete	Human	0.05	0.716049382716049	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.05	0.703703703703704	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0.691358024691358	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0.641975308641975	1 ds. 0 nonds (n = 81, n.ds = 81)
casper	casper	complete	Human	0.05	0.506172839506173	1 ds. 0 nonds (n = 81, n.ds = 81)
casper, incomplete	casper	incomplete	Human	0.05	0.481481481481481	1 ds. 0 nonds (n = 81, n.ds = 81)
MISO	MISO	complete	Human	0.05	0.740740740740741	1 ds. 0 nonds (n = 81, n.ds = 81)
MISO, incomplete	MISO	incomplete	Human	0.05	0.506172839506173	1 ds. 0 nonds (n = 81, n.ds = 81)
SplicingGraph	SplicingGraph	complete	Human	0.05	0.728395061728395	1 ds. 0 nonds (n = 81, n.ds = 81)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.05	0.617283950617284	1 ds. 0 nonds (n = 81, n.ds = 81)
TopHat-junctions	TopHat-junctions	complete	Human	0.05	0.691358024691358	1 ds. 0 nonds (n = 81, n.ds = 81)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.05	0.641975308641975	1 ds. 0 nonds (n = 81, n.ds = 81)
kallisto	kallisto	complete	Human	0.05	0.740740740740741	1 ds. 0 nonds (n = 81, n.ds = 81)
kallisto, incomplete	kallisto	incomplete	Human	0.05	0.469135802469136	1 ds. 0 nonds (n = 81, n.ds = 81)
DEXSeq-default	DEXSeq-default	complete	Human	0.1	0.654320987654321	1 ds. 0 nonds (n = 81, n.ds = 81)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0.62962962962963	1 ds. 0 nonds (n = 81, n.ds = 81)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	0.753086419753086	1 ds. 0 nonds (n = 81, n.ds = 81)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0.703703703703704	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-flat	featureCounts-flat	complete	Human	0.1	0.753086419753086	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.1	0.703703703703704	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0.703703703703704	1 ds. 0 nonds (n = 81, n.ds = 81)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0.654320987654321	1 ds. 0 nonds (n = 81, n.ds = 81)
casper	casper	complete	Human	0.1	0.530864197530864	1 ds. 0 nonds (n = 81, n.ds = 81)
casper, incomplete	casper	incomplete	Human	0.1	0.493827160493827	1 ds. 0 nonds (n = 81, n.ds = 81)
MISO	MISO	complete	Human	0.1	0.740740740740741	1 ds. 0 nonds (n = 81, n.ds = 81)
MISO, incomplete	MISO	incomplete	Human	0.1	0.555555555555556	1 ds. 0 nonds (n = 81, n.ds = 81)
SplicingGraph	SplicingGraph	complete	Human	0.1	0.740740740740741	1 ds. 0 nonds (n = 81, n.ds = 81)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.1	0.654320987654321	1 ds. 0 nonds (n = 81, n.ds = 81)
TopHat-junctions	TopHat-junctions	complete	Human	0.1	0.691358024691358	1 ds. 0 nonds (n = 81, n.ds = 81)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.1	0.654320987654321	1 ds. 0 nonds (n = 81, n.ds = 81)
kallisto	kallisto	complete	Human	0.1	0.753086419753086	1 ds. 0 nonds (n = 81, n.ds = 81)
kallisto, incomplete	kallisto	incomplete	Human	0.1	0.481481481481481	1 ds. 0 nonds (n = 81, n.ds = 81)
