method_name	method_col	organism	threshold	L1	FDR	TPR	fill_color
DEXSeq-noaggreg	#009E73	Human	0.1	(n = 20410, n.ds = 1000)	0.37145390070922	0.709	white
featureCounts-exon	#56B4E9	Human	0.01	(n = 20410, n.ds = 1000)	0.166184971098266	0.577	white
featureCounts-exon	#56B4E9	Human	0.05	(n = 20410, n.ds = 1000)	0.22264631043257	0.611	white
featureCounts-exon	#56B4E9	Human	0.1	(n = 20410, n.ds = 1000)	0.243080625752106	0.629	white
featureCounts-flat	#E69F00	Human	0.01	(n = 20410, n.ds = 1000)	0.215496368038741	0.648	white
featureCounts-flat	#E69F00	Human	0.05	(n = 20410, n.ds = 1000)	0.305835010060362	0.69	white
featureCounts-flat	#E69F00	Human	0.1	(n = 20410, n.ds = 1000)	0.37037037037037	0.714	white
kallisto	#00FF00	Human	0.01	(n = 20410, n.ds = 1000)	0.355121951219512	0.661	white
kallisto	#00FF00	Human	0.05	(n = 20410, n.ds = 1000)	0.482733284349743	0.704	white
kallisto	#00FF00	Human	0.1	(n = 20410, n.ds = 1000)	0.550957381099444	0.727	white
MISO	#0072B2	Human	0.01	(n = 20410, n.ds = 1000)	0.260964912280702	0.674	white
MISO	#0072B2	Human	0.05	(n = 20410, n.ds = 1000)	0.370008873114463	0.71	white
MISO	#0072B2	Human	0.1	(n = 20410, n.ds = 1000)	0.448198198198198	0.735	white
rMATS	#7B0077	Human	0.01	(n = 20410, n.ds = 1000)	0.463258785942492	0.336	white
rMATS	#7B0077	Human	0.05	(n = 20410, n.ds = 1000)	0.571266968325792	0.379	white
rMATS	#7B0077	Human	0.1	(n = 20410, n.ds = 1000)	0.623041474654378	0.409	white
SplicingGraph	#D55E00	Human	0.01	(n = 20410, n.ds = 1000)	0.171651495448635	0.637	white
SplicingGraph	#D55E00	Human	0.05	(n = 20410, n.ds = 1000)	0.251662971175166	0.675	white
SplicingGraph	#D55E00	Human	0.1	(n = 20410, n.ds = 1000)	0.293819655521783	0.697	white
TopHat-junctions	#CC79A7	Human	0.01	(n = 20410, n.ds = 1000)	0.258064516129032	0.598	white
TopHat-junctions	#CC79A7	Human	0.05	(n = 20410, n.ds = 1000)	0.402930402930403	0.652	white
TopHat-junctions	#CC79A7	Human	0.1	(n = 20410, n.ds = 1000)	0.501089324618736	0.687	white
