method_name	method_col	organism	threshold	L1	FDR	TPR	fill_color
MISO	#0072B2	Human	0.05	(n = 20410)	0.370008873114463	0.71	white
MISO	#0072B2	Human	0.1	(n = 20410)	0.448198198198198	0.735	white
rMATS	#7B0077	Human	0.01	(n = 20410)	0.463258785942492	0.41635687732342	white
rMATS	#7B0077	Human	0.05	(n = 20410)	0.571266968325792	0.469640644361834	white
rMATS	#7B0077	Human	0.1	(n = 20410)	0.623041474654378	0.506815365551425	white
SplicingGraph	#D55E00	Human	0.01	(n = 20410)	0.171651495448635	0.637	white
SplicingGraph	#D55E00	Human	0.05	(n = 20410)	0.251662971175166	0.675	white
SplicingGraph	#D55E00	Human	0.1	(n = 20410)	0.293819655521783	0.697	white
TopHat-junctions	#CC79A7	Human	0.01	(n = 20410)	0.258064516129032	0.600401606425703	white
TopHat-junctions	#CC79A7	Human	0.05	(n = 20410)	0.402930402930403	0.654618473895582	white
TopHat-junctions	#CC79A7	Human	0.1	(n = 20410)	0.501089324618736	0.689759036144578	white
