method_name	method_col	method_pch	organism	threshold	TPR	L1
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	0	 0 (n = 1799, n.ds = 16)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	0.9375	 0 (n = 1799, n.ds = 16)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	0	 0 (n = 1799, n.ds = 16)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.1	0.625	 0 (n = 1799, n.ds = 16)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.1	0	 0 (n = 1799, n.ds = 16)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.1	0.875	 0 (n = 1799, n.ds = 16)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.1	0	 0 (n = 1799, n.ds = 16)
kallisto	kallisto	complete	Drosophila	0.1	0.875	 0 (n = 1799, n.ds = 16)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.1	0	 0 (n = 1799, n.ds = 16)
MISO	MISO	complete	Drosophila	0.1	0.875	 0 (n = 1799, n.ds = 16)
MISO, incomplete	MISO	incomplete	Drosophila	0.1	0	 0 (n = 1799, n.ds = 16)
SplicingGraph	SplicingGraph	complete	Drosophila	0.1	0.8125	 0 (n = 1799, n.ds = 16)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.1	0	 0 (n = 1799, n.ds = 16)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.1	0.75	 0 (n = 1799, n.ds = 16)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.1	0	 0 (n = 1799, n.ds = 16)
casper	casper	complete	Drosophila	0.01	0.397350993377483	 1 (n = 7873, n.ds = 151)
casper, incomplete	casper	incomplete	Drosophila	0.01	0.258278145695364	 1 (n = 7873, n.ds = 151)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	0.602649006622517	 1 (n = 7873, n.ds = 151)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	0.264900662251656	 1 (n = 7873, n.ds = 151)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	0.635761589403974	 1 (n = 7873, n.ds = 151)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	0.258278145695364	 1 (n = 7873, n.ds = 151)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	0.423841059602649	 1 (n = 7873, n.ds = 151)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.01	0.271523178807947	 1 (n = 7873, n.ds = 151)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.01	0.615894039735099	 1 (n = 7873, n.ds = 151)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.01	0.258278145695364	 1 (n = 7873, n.ds = 151)
kallisto	kallisto	complete	Drosophila	0.01	0.642384105960265	 1 (n = 7873, n.ds = 151)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.01	0	 1 (n = 7873, n.ds = 151)
MISO	MISO	complete	Drosophila	0.01	0.66887417218543	 1 (n = 7873, n.ds = 151)
MISO, incomplete	MISO	incomplete	Drosophila	0.01	0	 1 (n = 7873, n.ds = 151)
SplicingGraph	SplicingGraph	complete	Drosophila	0.01	0.589403973509934	 1 (n = 7873, n.ds = 151)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.01	0	 1 (n = 7873, n.ds = 151)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.01	0.450331125827815	 1 (n = 7873, n.ds = 151)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.01	0.278145695364238	 1 (n = 7873, n.ds = 151)
casper	casper	complete	Drosophila	0.05	0.423841059602649	 1 (n = 7873, n.ds = 151)
casper, incomplete	casper	incomplete	Drosophila	0.05	0.264900662251656	 1 (n = 7873, n.ds = 151)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	0.655629139072848	 1 (n = 7873, n.ds = 151)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	0.278145695364238	 1 (n = 7873, n.ds = 151)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	0.682119205298013	 1 (n = 7873, n.ds = 151)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	0.28476821192053	 1 (n = 7873, n.ds = 151)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	0.43046357615894	 1 (n = 7873, n.ds = 151)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.05	0.28476821192053	 1 (n = 7873, n.ds = 151)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.05	0.662251655629139	 1 (n = 7873, n.ds = 151)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.05	0.28476821192053	 1 (n = 7873, n.ds = 151)
kallisto	kallisto	complete	Drosophila	0.05	0.66887417218543	 1 (n = 7873, n.ds = 151)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.05	0	 1 (n = 7873, n.ds = 151)
MISO	MISO	complete	Drosophila	0.05	0.701986754966887	 1 (n = 7873, n.ds = 151)
MISO, incomplete	MISO	incomplete	Drosophila	0.05	0	 1 (n = 7873, n.ds = 151)
SplicingGraph	SplicingGraph	complete	Drosophila	0.05	0.635761589403974	 1 (n = 7873, n.ds = 151)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.05	0	 1 (n = 7873, n.ds = 151)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.05	0.47682119205298	 1 (n = 7873, n.ds = 151)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.05	0.311258278145695	 1 (n = 7873, n.ds = 151)
casper	casper	complete	Drosophila	0.1	0.450331125827815	 1 (n = 7873, n.ds = 151)
casper, incomplete	casper	incomplete	Drosophila	0.1	0.271523178807947	 1 (n = 7873, n.ds = 151)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	0.675496688741722	 1 (n = 7873, n.ds = 151)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	0.298013245033113	 1 (n = 7873, n.ds = 151)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	0.701986754966887	 1 (n = 7873, n.ds = 151)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	0.298013245033113	 1 (n = 7873, n.ds = 151)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.1	0.450331125827815	 1 (n = 7873, n.ds = 151)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.1	0.298013245033113	 1 (n = 7873, n.ds = 151)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.1	0.675496688741722	 1 (n = 7873, n.ds = 151)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.1	0.304635761589404	 1 (n = 7873, n.ds = 151)
kallisto	kallisto	complete	Drosophila	0.1	0.688741721854305	 1 (n = 7873, n.ds = 151)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.1	0	 1 (n = 7873, n.ds = 151)
MISO	MISO	complete	Drosophila	0.1	0.708609271523179	 1 (n = 7873, n.ds = 151)
MISO, incomplete	MISO	incomplete	Drosophila	0.1	0	 1 (n = 7873, n.ds = 151)
SplicingGraph	SplicingGraph	complete	Drosophila	0.1	0.649006622516556	 1 (n = 7873, n.ds = 151)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.1	0	 1 (n = 7873, n.ds = 151)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.1	0.47682119205298	 1 (n = 7873, n.ds = 151)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.1	0.317880794701987	 1 (n = 7873, n.ds = 151)
casper	casper	complete	Drosophila	0.01	0.375750300120048	[ 2,54] (n = 4265, n.ds = 833)
casper, incomplete	casper	incomplete	Drosophila	0.01	0.381752701080432	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	0.577430972388956	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	0.566626650660264	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	0.607442977190876	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	0.579831932773109	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	0.464585834333734	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.01	0.460984393757503	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.01	0.590636254501801	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.01	0.578631452581032	[ 2,54] (n = 4265, n.ds = 833)
kallisto	kallisto	complete	Drosophila	0.01	0.584633853541417	[ 2,54] (n = 4265, n.ds = 833)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.01	0.548619447779112	[ 2,54] (n = 4265, n.ds = 833)
MISO	MISO	complete	Drosophila	0.01	0.626650660264106	[ 2,54] (n = 4265, n.ds = 833)
MISO, incomplete	MISO	incomplete	Drosophila	0.01	0.599039615846339	[ 2,54] (n = 4265, n.ds = 833)
SplicingGraph	SplicingGraph	complete	Drosophila	0.01	0.589435774309724	[ 2,54] (n = 4265, n.ds = 833)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.01	0.552220888355342	[ 2,54] (n = 4265, n.ds = 833)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.01	0.463385354141657	[ 2,54] (n = 4265, n.ds = 833)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.01	0.456182472989196	[ 2,54] (n = 4265, n.ds = 833)
casper	casper	complete	Drosophila	0.05	0.417767106842737	[ 2,54] (n = 4265, n.ds = 833)
casper, incomplete	casper	incomplete	Drosophila	0.05	0.420168067226891	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	0.613445378151261	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	0.602641056422569	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	0.648259303721489	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	0.605042016806723	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	0.48859543817527	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.05	0.489795918367347	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.05	0.623049219687875	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.05	0.607442977190876	[ 2,54] (n = 4265, n.ds = 833)
kallisto	kallisto	complete	Drosophila	0.05	0.626650660264106	[ 2,54] (n = 4265, n.ds = 833)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.05	0.599039615846339	[ 2,54] (n = 4265, n.ds = 833)
MISO	MISO	complete	Drosophila	0.05	0.678271308523409	[ 2,54] (n = 4265, n.ds = 833)
MISO, incomplete	MISO	incomplete	Drosophila	0.05	0.653061224489796	[ 2,54] (n = 4265, n.ds = 833)
SplicingGraph	SplicingGraph	complete	Drosophila	0.05	0.626650660264106	[ 2,54] (n = 4265, n.ds = 833)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.05	0.593037214885954	[ 2,54] (n = 4265, n.ds = 833)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.05	0.518607442977191	[ 2,54] (n = 4265, n.ds = 833)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.05	0.510204081632653	[ 2,54] (n = 4265, n.ds = 833)
casper	casper	complete	Drosophila	0.1	0.43577430972389	[ 2,54] (n = 4265, n.ds = 833)
casper, incomplete	casper	incomplete	Drosophila	0.1	0.442977190876351	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	0.641056422569028	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	0.627851140456183	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	0.675870348139256	[ 2,54] (n = 4265, n.ds = 833)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	0.625450180072029	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.1	0.513805522208884	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.1	0.506602641056423	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.1	0.645858343337335	[ 2,54] (n = 4265, n.ds = 833)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.1	0.627851140456183	[ 2,54] (n = 4265, n.ds = 833)
kallisto	kallisto	complete	Drosophila	0.1	0.657863145258103	[ 2,54] (n = 4265, n.ds = 833)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.1	0.620648259303721	[ 2,54] (n = 4265, n.ds = 833)
MISO	MISO	complete	Drosophila	0.1	0.707082833133253	[ 2,54] (n = 4265, n.ds = 833)
MISO, incomplete	MISO	incomplete	Drosophila	0.1	0.677070828331333	[ 2,54] (n = 4265, n.ds = 833)
SplicingGraph	SplicingGraph	complete	Drosophila	0.1	0.642256902761104	[ 2,54] (n = 4265, n.ds = 833)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.1	0.60984393757503	[ 2,54] (n = 4265, n.ds = 833)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.1	0.554621848739496	[ 2,54] (n = 4265, n.ds = 833)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.1	0.541416566626651	[ 2,54] (n = 4265, n.ds = 833)
casper	casper	complete	Human	0.01	0.5	 0 (n = 858, n.ds = 2)
casper, incomplete	casper	incomplete	Human	0.01	0	 0 (n = 858, n.ds = 2)
DEXSeq-default	DEXSeq-default	complete	Human	0.01	1	 0 (n = 858, n.ds = 2)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	0	 0 (n = 858, n.ds = 2)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	1	 0 (n = 858, n.ds = 2)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	0	 0 (n = 858, n.ds = 2)
featureCounts-exon	featureCounts-exon	complete	Human	0.01	0.5	 0 (n = 858, n.ds = 2)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0	 0 (n = 858, n.ds = 2)
featureCounts-flat	featureCounts-flat	complete	Human	0.01	1	 0 (n = 858, n.ds = 2)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.01	0	 0 (n = 858, n.ds = 2)
kallisto	kallisto	complete	Human	0.01	1	 0 (n = 858, n.ds = 2)
kallisto, incomplete	kallisto	incomplete	Human	0.01	0	 0 (n = 858, n.ds = 2)
MISO	MISO	complete	Human	0.01	1	 0 (n = 858, n.ds = 2)
MISO, incomplete	MISO	incomplete	Human	0.01	0	 0 (n = 858, n.ds = 2)
SplicingGraph	SplicingGraph	complete	Human	0.01	0.5	 0 (n = 858, n.ds = 2)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.01	0	 0 (n = 858, n.ds = 2)
TopHat-junctions	TopHat-junctions	complete	Human	0.01	1	 0 (n = 858, n.ds = 2)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.01	0	 0 (n = 858, n.ds = 2)
casper	casper	complete	Human	0.05	0.5	 0 (n = 858, n.ds = 2)
casper, incomplete	casper	incomplete	Human	0.05	0	 0 (n = 858, n.ds = 2)
DEXSeq-default	DEXSeq-default	complete	Human	0.05	1	 0 (n = 858, n.ds = 2)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0	 0 (n = 858, n.ds = 2)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	1	 0 (n = 858, n.ds = 2)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0	 0 (n = 858, n.ds = 2)
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0.5	 0 (n = 858, n.ds = 2)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0	 0 (n = 858, n.ds = 2)
featureCounts-flat	featureCounts-flat	complete	Human	0.05	1	 0 (n = 858, n.ds = 2)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.05	0	 0 (n = 858, n.ds = 2)
kallisto	kallisto	complete	Human	0.05	1	 0 (n = 858, n.ds = 2)
kallisto, incomplete	kallisto	incomplete	Human	0.05	0	 0 (n = 858, n.ds = 2)
MISO	MISO	complete	Human	0.05	1	 0 (n = 858, n.ds = 2)
MISO, incomplete	MISO	incomplete	Human	0.05	0	 0 (n = 858, n.ds = 2)
SplicingGraph	SplicingGraph	complete	Human	0.05	0.5	 0 (n = 858, n.ds = 2)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.05	0	 0 (n = 858, n.ds = 2)
TopHat-junctions	TopHat-junctions	complete	Human	0.05	1	 0 (n = 858, n.ds = 2)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.05	0	 0 (n = 858, n.ds = 2)
casper	casper	complete	Human	0.1	0.5	 0 (n = 858, n.ds = 2)
casper, incomplete	casper	incomplete	Human	0.1	0	 0 (n = 858, n.ds = 2)
DEXSeq-default	DEXSeq-default	complete	Human	0.1	1	 0 (n = 858, n.ds = 2)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0	 0 (n = 858, n.ds = 2)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	1	 0 (n = 858, n.ds = 2)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0	 0 (n = 858, n.ds = 2)
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0.5	 0 (n = 858, n.ds = 2)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0	 0 (n = 858, n.ds = 2)
featureCounts-flat	featureCounts-flat	complete	Human	0.1	1	 0 (n = 858, n.ds = 2)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.1	0	 0 (n = 858, n.ds = 2)
kallisto	kallisto	complete	Human	0.1	1	 0 (n = 858, n.ds = 2)
kallisto, incomplete	kallisto	incomplete	Human	0.1	0	 0 (n = 858, n.ds = 2)
MISO	MISO	complete	Human	0.1	1	 0 (n = 858, n.ds = 2)
MISO, incomplete	MISO	incomplete	Human	0.1	0	 0 (n = 858, n.ds = 2)
SplicingGraph	SplicingGraph	complete	Human	0.1	0.5	 0 (n = 858, n.ds = 2)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.1	0	 0 (n = 858, n.ds = 2)
TopHat-junctions	TopHat-junctions	complete	Human	0.1	1	 0 (n = 858, n.ds = 2)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.1	0	 0 (n = 858, n.ds = 2)
casper	casper	complete	Human	0.01	0.416666666666667	 1 (n = 3596, n.ds = 12)
casper, incomplete	casper	incomplete	Human	0.01	0.416666666666667	 1 (n = 3596, n.ds = 12)
DEXSeq-default	DEXSeq-default	complete	Human	0.01	0.416666666666667	 1 (n = 3596, n.ds = 12)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	0.416666666666667	 1 (n = 3596, n.ds = 12)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	0.5	 1 (n = 3596, n.ds = 12)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	0.416666666666667	 1 (n = 3596, n.ds = 12)
featureCounts-exon	featureCounts-exon	complete	Human	0.01	0.5	 1 (n = 3596, n.ds = 12)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0.416666666666667	 1 (n = 3596, n.ds = 12)
featureCounts-flat	featureCounts-flat	complete	Human	0.01	0.583333333333333	 1 (n = 3596, n.ds = 12)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.01	0.416666666666667	 1 (n = 3596, n.ds = 12)
kallisto	kallisto	complete	Human	0.01	0.5	 1 (n = 3596, n.ds = 12)
kallisto, incomplete	kallisto	incomplete	Human	0.01	0	 1 (n = 3596, n.ds = 12)
MISO	MISO	complete	Human	0.01	0.583333333333333	 1 (n = 3596, n.ds = 12)
MISO, incomplete	MISO	incomplete	Human	0.01	0	 1 (n = 3596, n.ds = 12)
SplicingGraph	SplicingGraph	complete	Human	0.01	0.5	 1 (n = 3596, n.ds = 12)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.01	0	 1 (n = 3596, n.ds = 12)
TopHat-junctions	TopHat-junctions	complete	Human	0.01	0.416666666666667	 1 (n = 3596, n.ds = 12)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.01	0.333333333333333	 1 (n = 3596, n.ds = 12)
casper	casper	complete	Human	0.05	0.416666666666667	 1 (n = 3596, n.ds = 12)
casper, incomplete	casper	incomplete	Human	0.05	0.416666666666667	 1 (n = 3596, n.ds = 12)
DEXSeq-default	DEXSeq-default	complete	Human	0.05	0.5	 1 (n = 3596, n.ds = 12)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0.416666666666667	 1 (n = 3596, n.ds = 12)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	0.583333333333333	 1 (n = 3596, n.ds = 12)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0.416666666666667	 1 (n = 3596, n.ds = 12)
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0.5	 1 (n = 3596, n.ds = 12)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0.416666666666667	 1 (n = 3596, n.ds = 12)
featureCounts-flat	featureCounts-flat	complete	Human	0.05	0.583333333333333	 1 (n = 3596, n.ds = 12)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.05	0.416666666666667	 1 (n = 3596, n.ds = 12)
kallisto	kallisto	complete	Human	0.05	0.5	 1 (n = 3596, n.ds = 12)
kallisto, incomplete	kallisto	incomplete	Human	0.05	0	 1 (n = 3596, n.ds = 12)
MISO	MISO	complete	Human	0.05	0.583333333333333	 1 (n = 3596, n.ds = 12)
MISO, incomplete	MISO	incomplete	Human	0.05	0	 1 (n = 3596, n.ds = 12)
SplicingGraph	SplicingGraph	complete	Human	0.05	0.583333333333333	 1 (n = 3596, n.ds = 12)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.05	0	 1 (n = 3596, n.ds = 12)
