method_name	method_col	method_pch	organism	threshold	TPR	L1
casper	casper	complete	Human	0.01	0.363057324840764	1 (n = 314)
casper, incomplete	casper	incomplete	Human	0.01	0.35031847133758	1 (n = 314)
DEXSeq-default	DEXSeq-default	complete	Human	0.01	0.557324840764331	1 (n = 314)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	0.547770700636943	1 (n = 314)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	0.633757961783439	1 (n = 314)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	0.60828025477707	1 (n = 314)
featureCounts-exon	featureCounts-exon	complete	Human	0.01	0.573248407643312	1 (n = 314)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0.544585987261146	1 (n = 314)
featureCounts-flat	featureCounts-flat	complete	Human	0.01	0.640127388535032	1 (n = 314)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.01	0.60828025477707	1 (n = 314)
kallisto	kallisto	complete	Human	0.01	0.652866242038217	1 (n = 314)
kallisto, incomplete	kallisto	incomplete	Human	0.01	0.455414012738854	1 (n = 314)
MISO	MISO	complete	Human	0.01	0.668789808917197	1 (n = 314)
MISO, incomplete	MISO	incomplete	Human	0.01	0.503184713375796	1 (n = 314)
SplicingGraph	SplicingGraph	complete	Human	0.01	0.636942675159236	1 (n = 314)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.01	0.535031847133758	1 (n = 314)
TopHat-junctions	TopHat-junctions	complete	Human	0.01	0.621019108280255	1 (n = 314)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.01	0.557324840764331	1 (n = 314)
casper	casper	complete	Human	0.05	0.39171974522293	1 (n = 314)
casper, incomplete	casper	incomplete	Human	0.05	0.375796178343949	1 (n = 314)
DEXSeq-default	DEXSeq-default	complete	Human	0.05	0.592356687898089	1 (n = 314)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0.582802547770701	1 (n = 314)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	0.67515923566879	1 (n = 314)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0.64968152866242	1 (n = 314)
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0.627388535031847	1 (n = 314)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0.592356687898089	1 (n = 314)
featureCounts-flat	featureCounts-flat	complete	Human	0.05	0.678343949044586	1 (n = 314)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.05	0.652866242038217	1 (n = 314)
kallisto	kallisto	complete	Human	0.05	0.691082802547771	1 (n = 314)
kallisto, incomplete	kallisto	incomplete	Human	0.05	0.512738853503185	1 (n = 314)
MISO	MISO	complete	Human	0.05	0.703821656050955	1 (n = 314)
MISO, incomplete	MISO	incomplete	Human	0.05	0.547770700636943	1 (n = 314)
SplicingGraph	SplicingGraph	complete	Human	0.05	0.671974522292994	1 (n = 314)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.05	0.589171974522293	1 (n = 314)
TopHat-junctions	TopHat-junctions	complete	Human	0.05	0.656050955414013	1 (n = 314)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.05	0.611464968152866	1 (n = 314)
casper	casper	complete	Human	0.1	0.404458598726115	1 (n = 314)
casper, incomplete	casper	incomplete	Human	0.1	0.394904458598726	1 (n = 314)
DEXSeq-default	DEXSeq-default	complete	Human	0.1	0.614649681528662	1 (n = 314)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0.595541401273885	1 (n = 314)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	0.697452229299363	1 (n = 314)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0.665605095541401	1 (n = 314)
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0.643312101910828	1 (n = 314)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0.605095541401274	1 (n = 314)
featureCounts-flat	featureCounts-flat	complete	Human	0.1	0.700636942675159	1 (n = 314)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.1	0.668789808917197	1 (n = 314)
kallisto	kallisto	complete	Human	0.1	0.713375796178344	1 (n = 314)
kallisto, incomplete	kallisto	incomplete	Human	0.1	0.535031847133758	1 (n = 314)
MISO	MISO	complete	Human	0.1	0.713375796178344	1 (n = 314)
MISO, incomplete	MISO	incomplete	Human	0.1	0.595541401273885	1 (n = 314)
SplicingGraph	SplicingGraph	complete	Human	0.1	0.691082802547771	1 (n = 314)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.1	0.60828025477707	1 (n = 314)
TopHat-junctions	TopHat-junctions	complete	Human	0.1	0.691082802547771	1 (n = 314)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.1	0.630573248407643	1 (n = 314)
casper	casper	complete	Human	0.01	0.348837209302326	2 (n = 43)
casper, incomplete	casper	incomplete	Human	0.01	0.348837209302326	2 (n = 43)
DEXSeq-default	DEXSeq-default	complete	Human	0.01	0.534883720930233	2 (n = 43)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	0.488372093023256	2 (n = 43)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	0.581395348837209	2 (n = 43)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	0.534883720930233	2 (n = 43)
featureCounts-exon	featureCounts-exon	complete	Human	0.01	0.604651162790698	2 (n = 43)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0.511627906976744	2 (n = 43)
featureCounts-flat	featureCounts-flat	complete	Human	0.01	0.604651162790698	2 (n = 43)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Human	0.01	0.534883720930233	2 (n = 43)
kallisto	kallisto	complete	Human	0.01	0.558139534883721	2 (n = 43)
kallisto, incomplete	kallisto	incomplete	Human	0.01	0.209302325581395	2 (n = 43)
MISO	MISO	complete	Human	0.01	0.627906976744186	2 (n = 43)
MISO, incomplete	MISO	incomplete	Human	0.01	0.418604651162791	2 (n = 43)
SplicingGraph	SplicingGraph	complete	Human	0.01	0.604651162790698	2 (n = 43)
SplicingGraph, incomplete	SplicingGraph	incomplete	Human	0.01	0.441860465116279	2 (n = 43)
TopHat-junctions	TopHat-junctions	complete	Human	0.01	0.511627906976744	2 (n = 43)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Human	0.01	0.372093023255814	2 (n = 43)
casper	casper	complete	Human	0.05	0.372093023255814	2 (n = 43)
casper, incomplete	casper	incomplete	Human	0.05	0.418604651162791	2 (n = 43)
DEXSeq-default	DEXSeq-default	complete	Human	0.05	0.604651162790698	2 (n = 43)
