method_name	method_col	method_pch	organism	threshold	L1	FDR	TPR	fill_color
DEXSeq-default	DEXSeq-default	complete	Human	0.1	0 ds. 1 nonds (n = 5735)	0.361702127659574	0.697674418604651	white
DEXSeq-default	DEXSeq-default	complete	Human	0.1	0 ds.[ 2,17] nonds (n = 7019)	0.587822014051522	0.588628762541806	white
DEXSeq-default	DEXSeq-default	complete	Human	0.1	1 ds. 0 nonds (n = 81)	0	0.654320987654321	#F0E442
DEXSeq-default	DEXSeq-default	complete	Human	0.1	1 ds. 1 nonds (n = 90)	0	0.6	#F0E442
DEXSeq-default	DEXSeq-default	complete	Human	0.1	1 ds.[ 2,17] nonds (n = 143)	0	0.601398601398601	#F0E442
DEXSeq-default	DEXSeq-default	complete	Human	0.1	2 ds. 0 nonds (n = 9)	0	0.777777777777778	#F0E442
DEXSeq-default	DEXSeq-default	complete	Human	0.1	2 ds. 1 nonds (n = 14)	0	0.642857142857143	#F0E442
DEXSeq-default	DEXSeq-default	complete	Human	0.1	2 ds.[ 2,17] nonds (n = 20)	0	0.55	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	0 ds. 0 nonds (n = 7299)	0.161538461538462	0.633720930232558	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	0 ds. 1 nonds (n = 5735)	0.156716417910448	0.656976744186046	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	0 ds.[ 2,17] nonds (n = 7019)	0.374015748031496	0.531772575250836	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	1 ds. 0 nonds (n = 81)	0	0.604938271604938	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	1 ds. 1 nonds (n = 90)	0	0.544444444444444	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	1 ds.[ 2,17] nonds (n = 143)	0	0.517482517482518	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	2 ds. 0 nonds (n = 9)	0	0.666666666666667	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	2 ds. 1 nonds (n = 14)	0	0.428571428571429	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.01	2 ds.[ 2,17] nonds (n = 20)	0	0.45	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0 ds. 0 nonds (n = 7299)	0.245033112582781	0.662790697674419	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0 ds. 1 nonds (n = 5735)	0.274390243902439	0.691860465116279	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	0 ds.[ 2,17] nonds (n = 7019)	0.48048048048048	0.578595317725752	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	1 ds. 0 nonds (n = 81)	0	0.62962962962963	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	1 ds. 1 nonds (n = 90)	0	0.555555555555556	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	1 ds.[ 2,17] nonds (n = 143)	0	0.573426573426573	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	2 ds. 0 nonds (n = 9)	0	0.666666666666667	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	2 ds. 1 nonds (n = 14)	0	0.428571428571429	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.05	2 ds.[ 2,17] nonds (n = 20)	0	0.5	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0 ds. 0 nonds (n = 7299)	0.31547619047619	0.668604651162791	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0 ds. 1 nonds (n = 5735)	0.367875647668394	0.709302325581395	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	0 ds.[ 2,17] nonds (n = 7019)	0.542713567839196	0.608695652173913	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	1 ds. 0 nonds (n = 81)	0	0.62962962962963	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	1 ds. 1 nonds (n = 90)	0	0.577777777777778	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	1 ds.[ 2,17] nonds (n = 143)	0	0.587412587412587	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	2 ds. 0 nonds (n = 9)	0	0.666666666666667	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	2 ds. 1 nonds (n = 14)	0	0.428571428571429	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Human	0.1	2 ds.[ 2,17] nonds (n = 20)	0	0.55	#F0E442
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	0 ds. 0 nonds (n = 7299)	0.173611111111111	0.691860465116279	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	0 ds. 1 nonds (n = 5735)	0.186206896551724	0.686046511627907	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	0 ds.[ 2,17] nonds (n = 7019)	0.409090909090909	0.608695652173913	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	1 ds. 0 nonds (n = 81)	0	0.691358024691358	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	1 ds. 1 nonds (n = 90)	0	0.622222222222222	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	1 ds.[ 2,17] nonds (n = 143)	0	0.608391608391608	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	2 ds. 0 nonds (n = 9)	0	0.666666666666667	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	2 ds. 1 nonds (n = 14)	0	0.571428571428571	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.01	2 ds.[ 2,17] nonds (n = 20)	0	0.55	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	0 ds. 0 nonds (n = 7299)	0.242424242424242	0.726744186046512	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	0 ds. 1 nonds (n = 5735)	0.29608938547486	0.732558139534884	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	0 ds.[ 2,17] nonds (n = 7019)	0.514851485148515	0.655518394648829	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	1 ds. 0 nonds (n = 81)	0	0.716049382716049	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	1 ds. 1 nonds (n = 90)	0	0.655555555555556	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	1 ds.[ 2,17] nonds (n = 143)	0	0.664335664335664	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	2 ds. 0 nonds (n = 9)	0	0.777777777777778	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	2 ds. 1 nonds (n = 14)	0	0.642857142857143	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.05	2 ds.[ 2,17] nonds (n = 20)	0	0.6	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	0 ds. 0 nonds (n = 7299)	0.307692307692308	0.732558139534884	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	0 ds. 1 nonds (n = 5735)	0.376811594202899	0.75	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	0 ds.[ 2,17] nonds (n = 7019)	0.580448065173116	0.688963210702341	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	1 ds. 0 nonds (n = 81)	0	0.753086419753086	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	1 ds. 1 nonds (n = 90)	0	0.677777777777778	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	1 ds.[ 2,17] nonds (n = 143)	0	0.678321678321678	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	2 ds. 0 nonds (n = 9)	0	0.777777777777778	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	2 ds. 1 nonds (n = 14)	0	0.642857142857143	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Human	0.1	2 ds.[ 2,17] nonds (n = 20)	0	0.65	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	0 ds. 0 nonds (n = 7299)	0.179310344827586	0.691860465116279	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	0 ds. 1 nonds (n = 5735)	0.169014084507042	0.686046511627907	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	0 ds.[ 2,17] nonds (n = 7019)	0.373702422145329	0.605351170568562	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	1 ds. 0 nonds (n = 81)	0	0.666666666666667	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	1 ds. 1 nonds (n = 90)	0	0.611111111111111	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	1 ds.[ 2,17] nonds (n = 143)	0	0.573426573426573	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	2 ds. 0 nonds (n = 9)	0	0.666666666666667	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	2 ds. 1 nonds (n = 14)	0	0.428571428571429	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.01	2 ds.[ 2,17] nonds (n = 20)	0	0.55	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0 ds. 0 nonds (n = 7299)	0.251497005988024	0.726744186046512	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0 ds. 1 nonds (n = 5735)	0.292134831460674	0.732558139534884	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	0 ds.[ 2,17] nonds (n = 7019)	0.484210526315789	0.655518394648829	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	1 ds. 0 nonds (n = 81)	0	0.703703703703704	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	1 ds. 1 nonds (n = 90)	0	0.633333333333333	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	1 ds.[ 2,17] nonds (n = 143)	0	0.629370629370629	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	2 ds. 0 nonds (n = 9)	0	0.666666666666667	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	2 ds. 1 nonds (n = 14)	0	0.428571428571429	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.05	2 ds.[ 2,17] nonds (n = 20)	0	0.6	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0 ds. 0 nonds (n = 7299)	0.32620320855615	0.732558139534884	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0 ds. 1 nonds (n = 5735)	0.379807692307692	0.75	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	0 ds.[ 2,17] nonds (n = 7019)	0.541387024608501	0.68561872909699	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	1 ds. 0 nonds (n = 81)	0	0.703703703703704	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	1 ds. 1 nonds (n = 90)	0	0.666666666666667	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	1 ds.[ 2,17] nonds (n = 143)	0	0.643356643356643	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	2 ds. 0 nonds (n = 9)	0	0.666666666666667	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	2 ds. 1 nonds (n = 14)	0	0.428571428571429	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Human	0.1	2 ds.[ 2,17] nonds (n = 20)	0	0.65	#009E73
featureCounts-exon	featureCounts-exon	complete	Human	0.01	0 ds. 0 nonds (n = 7299)	0.203007518796992	0.616279069767442	white
featureCounts-exon	featureCounts-exon	complete	Human	0.01	0 ds. 1 nonds (n = 5735)	0.181102362204724	0.604651162790698	white
featureCounts-exon	featureCounts-exon	complete	Human	0.01	0 ds.[ 2,17] nonds (n = 7019)	0.287610619469027	0.538461538461538	white
featureCounts-exon	featureCounts-exon	complete	Human	0.01	1 ds. 0 nonds (n = 81)	0	0.654320987654321	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.01	1 ds. 1 nonds (n = 90)	0	0.588888888888889	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.01	1 ds.[ 2,17] nonds (n = 143)	0	0.517482517482518	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.01	2 ds. 0 nonds (n = 9)	0	0.777777777777778	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.01	2 ds. 1 nonds (n = 14)	0	0.5	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.01	2 ds.[ 2,17] nonds (n = 20)	0	0.6	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0 ds. 0 nonds (n = 7299)	0.241379310344828	0.63953488372093	white
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0 ds. 1 nonds (n = 5735)	0.26530612244898	0.627906976744186	white
featureCounts-exon	featureCounts-exon	complete	Human	0.05	0 ds.[ 2,17] nonds (n = 7019)	0.372693726937269	0.568561872909699	white
featureCounts-exon	featureCounts-exon	complete	Human	0.05	1 ds. 0 nonds (n = 81)	0	0.691358024691358	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.05	1 ds. 1 nonds (n = 90)	0	0.633333333333333	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.05	1 ds.[ 2,17] nonds (n = 143)	0	0.587412587412587	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.05	2 ds. 0 nonds (n = 9)	0	0.777777777777778	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.05	2 ds. 1 nonds (n = 14)	0	0.5	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.05	2 ds.[ 2,17] nonds (n = 20)	0	0.6	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0 ds. 0 nonds (n = 7299)	0.251655629139073	0.656976744186046	white
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0 ds. 1 nonds (n = 5735)	0.291139240506329	0.651162790697674	white
featureCounts-exon	featureCounts-exon	complete	Human	0.1	0 ds.[ 2,17] nonds (n = 7019)	0.401360544217687	0.588628762541806	white
featureCounts-exon	featureCounts-exon	complete	Human	0.1	1 ds. 0 nonds (n = 81)	0	0.703703703703704	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.1	1 ds. 1 nonds (n = 90)	0	0.633333333333333	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.1	1 ds.[ 2,17] nonds (n = 143)	0	0.615384615384615	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.1	2 ds. 0 nonds (n = 9)	0	0.777777777777778	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.1	2 ds. 1 nonds (n = 14)	0	0.5	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Human	0.1	2 ds.[ 2,17] nonds (n = 20)	0	0.6	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0 ds. 0 nonds (n = 7299)	0.184615384615385	0.616279069767442	white
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0 ds. 1 nonds (n = 5735)	0.155737704918033	0.598837209302326	white
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	0 ds.[ 2,17] nonds (n = 7019)	0.262672811059908	0.535117056856187	white
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	1 ds. 0 nonds (n = 81)	0	0.604938271604938	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	1 ds. 1 nonds (n = 90)	0	0.566666666666667	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	1 ds.[ 2,17] nonds (n = 143)	0	0.496503496503497	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	2 ds. 0 nonds (n = 9)	0	0.555555555555556	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	2 ds. 1 nonds (n = 14)	0	0.357142857142857	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.01	2 ds.[ 2,17] nonds (n = 20)	0	0.6	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0 ds. 0 nonds (n = 7299)	0.232876712328767	0.651162790697674	white
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0 ds. 1 nonds (n = 5735)	0.237410071942446	0.616279069767442	white
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	0 ds.[ 2,17] nonds (n = 7019)	0.348484848484849	0.575250836120401	white
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	1 ds. 0 nonds (n = 81)	0	0.641975308641975	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	1 ds. 1 nonds (n = 90)	0	0.588888888888889	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	1 ds.[ 2,17] nonds (n = 143)	0	0.566433566433566	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	2 ds. 0 nonds (n = 9)	0	0.555555555555556	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	2 ds. 1 nonds (n = 14)	0	0.357142857142857	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.05	2 ds.[ 2,17] nonds (n = 20)	0	0.6	#56B4E9
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0 ds. 0 nonds (n = 7299)	0.264516129032258	0.662790697674419	white
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0 ds. 1 nonds (n = 5735)	0.270967741935484	0.656976744186046	white
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	0 ds.[ 2,17] nonds (n = 7019)	0.399317406143345	0.588628762541806	white
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Human	0.1	1 ds. 0 nonds (n = 81)	0	0.654320987654321	#56B4E9
