method_name	method_col	organism	threshold	L1	FDR	TPR	fill_color
kallisto	#00FF00	Human	0.1	high (n = 4233, n.ds = 500)	0.551682692307692	0.746	white
kallisto	#00FF00	Human	0.1	low (n = 16177, n.ds = 500)	0.550190597204574	0.708	white
MISO	#0072B2	Human	0.01	high (n = 4233, n.ds = 500)	0.330909090909091	0.736	white
MISO	#0072B2	Human	0.01	low (n = 16177, n.ds = 500)	0.154696132596685	0.612	white
MISO	#0072B2	Human	0.05	high (n = 4233, n.ds = 500)	0.446870451237263	0.76	white
MISO	#0072B2	Human	0.05	low (n = 16177, n.ds = 500)	0.25	0.66	white
MISO	#0072B2	Human	0.1	high (n = 4233, n.ds = 500)	0.522167487684729	0.776	white
MISO	#0072B2	Human	0.1	low (n = 16177, n.ds = 500)	0.332692307692308	0.694	white
rMATS	#7B0077	Human	0.01	high (n = 4233, n.ds = 500)	0.565031982942431	0.408	white
rMATS	#7B0077	Human	0.01	low (n = 16177, n.ds = 500)	0.159235668789809	0.264	white
rMATS	#7B0077	Human	0.05	high (n = 4233, n.ds = 500)	0.653846153846154	0.45	white
rMATS	#7B0077	Human	0.05	low (n = 16177, n.ds = 500)	0.341880341880342	0.308	white
rMATS	#7B0077	Human	0.1	high (n = 4233, n.ds = 500)	0.692209450830141	0.482	white
rMATS	#7B0077	Human	0.1	low (n = 16177, n.ds = 500)	0.443708609271523	0.336	white
SplicingGraph	#D55E00	Human	0.01	high (n = 4233, n.ds = 500)	0.202733485193622	0.7	white
SplicingGraph	#D55E00	Human	0.01	low (n = 16177, n.ds = 500)	0.13030303030303	0.574	white
SplicingGraph	#D55E00	Human	0.05	high (n = 4233, n.ds = 500)	0.296934865900383	0.734	white
SplicingGraph	#D55E00	Human	0.05	low (n = 16177, n.ds = 500)	0.189473684210526	0.616	white
SplicingGraph	#D55E00	Human	0.1	high (n = 4233, n.ds = 500)	0.340869565217391	0.758	white
SplicingGraph	#D55E00	Human	0.1	low (n = 16177, n.ds = 500)	0.228155339805825	0.636	white
TopHat-junctions	#CC79A7	Human	0.01	high (n = 4233, n.ds = 500)	0.304878048780488	0.684	white
TopHat-junctions	#CC79A7	Human	0.01	low (n = 16177, n.ds = 500)	0.184713375796178	0.512	white
TopHat-junctions	#CC79A7	Human	0.05	high (n = 4233, n.ds = 500)	0.431888544891641	0.734	white
TopHat-junctions	#CC79A7	Human	0.05	low (n = 16177, n.ds = 500)	0.360986547085202	0.57	white
TopHat-junctions	#CC79A7	Human	0.1	high (n = 4233, n.ds = 500)	0.508259212198221	0.774	white
TopHat-junctions	#CC79A7	Human	0.1	low (n = 16177, n.ds = 500)	0.491525423728814	0.6	white
