method_name	method_col	organism	threshold	TPR	L1
casper	#000000	Human	0.01	0.285714285714286	[    0,  100) (n = 35)
DEXSeq-default	#F0E442	Human	0.01	0.485714285714286	[    0,  100) (n = 35)
DEXSeq-noaggreg	#009E73	Human	0.01	0.571428571428571	[    0,  100) (n = 35)
featureCounts-exon	#56B4E9	Human	0.01	0.314285714285714	[    0,  100) (n = 35)
featureCounts-flat	#E69F00	Human	0.01	0.571428571428571	[    0,  100) (n = 35)
kallisto	#00FF00	Human	0.01	0.685714285714286	[    0,  100) (n = 35)
MISO	#0072B2	Human	0.01	0.628571428571429	[    0,  100) (n = 35)
SplicingGraph	#D55E00	Human	0.01	0.571428571428571	[    0,  100) (n = 35)
TopHat-junctions	#CC79A7	Human	0.01	0.628571428571429	[    0,  100) (n = 35)
cuffdiff	#72B20C	Human	0.01	0.114285714285714	[    0,  100) (n = 35)
rMATS	#7B0077	Human	0.01	0.485714285714286	[    0,  100) (n = 35)
casper	#000000	Human	0.05	0.314285714285714	[    0,  100) (n = 35)
DEXSeq-default	#F0E442	Human	0.05	0.542857142857143	[    0,  100) (n = 35)
DEXSeq-noaggreg	#009E73	Human	0.05	0.657142857142857	[    0,  100) (n = 35)
featureCounts-exon	#56B4E9	Human	0.05	0.4	[    0,  100) (n = 35)
featureCounts-flat	#E69F00	Human	0.05	0.657142857142857	[    0,  100) (n = 35)
kallisto	#00FF00	Human	0.05	0.714285714285714	[    0,  100) (n = 35)
MISO	#0072B2	Human	0.05	0.685714285714286	[    0,  100) (n = 35)
SplicingGraph	#D55E00	Human	0.05	0.628571428571429	[    0,  100) (n = 35)
TopHat-junctions	#CC79A7	Human	0.05	0.685714285714286	[    0,  100) (n = 35)
cuffdiff	#72B20C	Human	0.05	0.142857142857143	[    0,  100) (n = 35)
rMATS	#7B0077	Human	0.05	0.514285714285714	[    0,  100) (n = 35)
casper	#000000	Human	0.1	0.342857142857143	[    0,  100) (n = 35)
DEXSeq-default	#F0E442	Human	0.1	0.542857142857143	[    0,  100) (n = 35)
DEXSeq-noaggreg	#009E73	Human	0.1	0.657142857142857	[    0,  100) (n = 35)
featureCounts-exon	#56B4E9	Human	0.1	0.4	[    0,  100) (n = 35)
featureCounts-flat	#E69F00	Human	0.1	0.657142857142857	[    0,  100) (n = 35)
kallisto	#00FF00	Human	0.1	0.742857142857143	[    0,  100) (n = 35)
MISO	#0072B2	Human	0.1	0.685714285714286	[    0,  100) (n = 35)
SplicingGraph	#D55E00	Human	0.1	0.685714285714286	[    0,  100) (n = 35)
TopHat-junctions	#CC79A7	Human	0.1	0.685714285714286	[    0,  100) (n = 35)
cuffdiff	#72B20C	Human	0.1	0.171428571428571	[    0,  100) (n = 35)
rMATS	#7B0077	Human	0.1	0.514285714285714	[    0,  100) (n = 35)
casper	#000000	Human	0.01	0.258461538461538	[  100, 1000) (n = 325)
DEXSeq-default	#F0E442	Human	0.01	0.492307692307692	[  100, 1000) (n = 325)
DEXSeq-noaggreg	#009E73	Human	0.01	0.587692307692308	[  100, 1000) (n = 325)
featureCounts-exon	#56B4E9	Human	0.01	0.476923076923077	[  100, 1000) (n = 325)
featureCounts-flat	#E69F00	Human	0.01	0.590769230769231	[  100, 1000) (n = 325)
kallisto	#00FF00	Human	0.01	0.633846153846154	[  100, 1000) (n = 325)
MISO	#0072B2	Human	0.01	0.624615384615385	[  100, 1000) (n = 325)
SplicingGraph	#D55E00	Human	0.01	0.581538461538462	[  100, 1000) (n = 325)
TopHat-junctions	#CC79A7	Human	0.01	0.596923076923077	[  100, 1000) (n = 325)
cuffdiff	#72B20C	Human	0.01	0.110769230769231	[  100, 1000) (n = 325)
rMATS	#7B0077	Human	0.01	0.381538461538462	[  100, 1000) (n = 325)
casper	#000000	Human	0.05	0.304615384615385	[  100, 1000) (n = 325)
DEXSeq-default	#F0E442	Human	0.05	0.526153846153846	[  100, 1000) (n = 325)
DEXSeq-noaggreg	#009E73	Human	0.05	0.627692307692308	[  100, 1000) (n = 325)
featureCounts-exon	#56B4E9	Human	0.05	0.52	[  100, 1000) (n = 325)
featureCounts-flat	#E69F00	Human	0.05	0.630769230769231	[  100, 1000) (n = 325)
kallisto	#00FF00	Human	0.05	0.670769230769231	[  100, 1000) (n = 325)
MISO	#0072B2	Human	0.05	0.667692307692308	[  100, 1000) (n = 325)
SplicingGraph	#D55E00	Human	0.05	0.624615384615385	[  100, 1000) (n = 325)
TopHat-junctions	#CC79A7	Human	0.05	0.643076923076923	[  100, 1000) (n = 325)
cuffdiff	#72B20C	Human	0.05	0.156923076923077	[  100, 1000) (n = 325)
rMATS	#7B0077	Human	0.05	0.424615384615385	[  100, 1000) (n = 325)
casper	#000000	Human	0.1	0.32	[  100, 1000) (n = 325)
DEXSeq-default	#F0E442	Human	0.1	0.541538461538462	[  100, 1000) (n = 325)
DEXSeq-noaggreg	#009E73	Human	0.1	0.652307692307692	[  100, 1000) (n = 325)
featureCounts-exon	#56B4E9	Human	0.1	0.532307692307692	[  100, 1000) (n = 325)
featureCounts-flat	#E69F00	Human	0.1	0.658461538461538	[  100, 1000) (n = 325)
kallisto	#00FF00	Human	0.1	0.701538461538462	[  100, 1000) (n = 325)
MISO	#0072B2	Human	0.1	0.692307692307692	[  100, 1000) (n = 325)
SplicingGraph	#D55E00	Human	0.1	0.649230769230769	[  100, 1000) (n = 325)
TopHat-junctions	#CC79A7	Human	0.1	0.683076923076923	[  100, 1000) (n = 325)
cuffdiff	#72B20C	Human	0.1	0.175384615384615	[  100, 1000) (n = 325)
rMATS	#7B0077	Human	0.1	0.458461538461538	[  100, 1000) (n = 325)
casper	#000000	Human	0.01	0.4328125	[ 1000,14568] (n = 640)
DEXSeq-default	#F0E442	Human	0.01	0.61875	[ 1000,14568] (n = 640)
DEXSeq-noaggreg	#009E73	Human	0.01	0.675	[ 1000,14568] (n = 640)
featureCounts-exon	#56B4E9	Human	0.01	0.6421875	[ 1000,14568] (n = 640)
featureCounts-flat	#E69F00	Human	0.01	0.68125	[ 1000,14568] (n = 640)
kallisto	#00FF00	Human	0.01	0.6734375	[ 1000,14568] (n = 640)
MISO	#0072B2	Human	0.01	0.7015625	[ 1000,14568] (n = 640)
SplicingGraph	#D55E00	Human	0.01	0.66875	[ 1000,14568] (n = 640)
TopHat-junctions	#CC79A7	Human	0.01	0.596875	[ 1000,14568] (n = 640)
cuffdiff	#72B20C	Human	0.01	0.115625	[ 1000,14568] (n = 640)
rMATS	#7B0077	Human	0.01	0.3046875	[ 1000,14568] (n = 640)
casper	#000000	Human	0.05	0.4578125	[ 1000,14568] (n = 640)
DEXSeq-default	#F0E442	Human	0.05	0.6578125	[ 1000,14568] (n = 640)
DEXSeq-noaggreg	#009E73	Human	0.05	0.71875	[ 1000,14568] (n = 640)
featureCounts-exon	#56B4E9	Human	0.05	0.66875	[ 1000,14568] (n = 640)
featureCounts-flat	#E69F00	Human	0.05	0.721875	[ 1000,14568] (n = 640)
kallisto	#00FF00	Human	0.05	0.7203125	[ 1000,14568] (n = 640)
MISO	#0072B2	Human	0.05	0.7328125	[ 1000,14568] (n = 640)
SplicingGraph	#D55E00	Human	0.05	0.703125	[ 1000,14568] (n = 640)
TopHat-junctions	#CC79A7	Human	0.05	0.6546875	[ 1000,14568] (n = 640)
cuffdiff	#72B20C	Human	0.05	0.134375	[ 1000,14568] (n = 640)
rMATS	#7B0077	Human	0.05	0.3484375	[ 1000,14568] (n = 640)
casper	#000000	Human	0.1	0.475	[ 1000,14568] (n = 640)
DEXSeq-default	#F0E442	Human	0.1	0.6796875	[ 1000,14568] (n = 640)
DEXSeq-noaggreg	#009E73	Human	0.1	0.740625	[ 1000,14568] (n = 640)
featureCounts-exon	#56B4E9	Human	0.1	0.690625	[ 1000,14568] (n = 640)
featureCounts-flat	#E69F00	Human	0.1	0.7453125	[ 1000,14568] (n = 640)
kallisto	#00FF00	Human	0.1	0.7390625	[ 1000,14568] (n = 640)
MISO	#0072B2	Human	0.1	0.759375	[ 1000,14568] (n = 640)
SplicingGraph	#D55E00	Human	0.1	0.721875	[ 1000,14568] (n = 640)
TopHat-junctions	#CC79A7	Human	0.1	0.6890625	[ 1000,14568] (n = 640)
cuffdiff	#72B20C	Human	0.1	0.15	[ 1000,14568] (n = 640)
rMATS	#7B0077	Human	0.1	0.378125	[ 1000,14568] (n = 640)
