method_name	method_col	organism	threshold	L1	FDR	TPR	fill_color
DEXSeq-noaggreg (>15%)	#56B4E9	Human	0.1	high (n = 4233)	0.200845665961945	0.756	white
DEXSeq-noaggreg (>15%)	#56B4E9	Human	0.1	low (n = 16177)	0.108465608465608	0.674	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.01	high (n = 4233)	0.0704960835509138	0.712	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.01	low (n = 16177)	0.0286624203821656	0.61	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.05	high (n = 4233)	0.116945107398568	0.74	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.05	low (n = 16177)	0.0676056338028169	0.662	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.1	high (n = 4233)	0.162583518930958	0.752	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.1	low (n = 16177)	0.0925925925925926	0.686	#0072B2
DEXSeq-noaggreg (>5%)	#000000	Human	0.01	high (n = 4233)	0.149397590361446	0.706	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.01	low (n = 16177)	0.0654205607476635	0.6	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.05	high (n = 4233)	0.221518987341772	0.738	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.05	low (n = 16177)	0.116022099447514	0.64	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.1	high (n = 4233)	0.272727272727273	0.752	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.1	low (n = 16177)	0.169576059850374	0.666	white
