method_name	method_col	organism	threshold	L1	FDR	TPR	fill_color
DEXSeq-noaggreg (>25%)	#0072B2	Drosophila	0.05	[ 2, 4) (n = 3890)	0.0245901639344262	0.673584905660377	#0072B2
DEXSeq-noaggreg (>25%)	#0072B2	Drosophila	0.05	[ 4,10) (n = 1366)	0.0355731225296443	0.600985221674877	#0072B2
DEXSeq-noaggreg (>25%)	#0072B2	Drosophila	0.05	[10,74] (n = 181)	0.128205128205128	0.53125	white
DEXSeq-noaggreg (>25%)	#0072B2	Drosophila	0.1	[ 2, 4) (n = 3890)	0.0415584415584416	0.69622641509434	#0072B2
DEXSeq-noaggreg (>25%)	#0072B2	Drosophila	0.1	[ 4,10) (n = 1366)	0.0518518518518519	0.630541871921182	#0072B2
DEXSeq-noaggreg (>25%)	#0072B2	Drosophila	0.1	[10,74] (n = 181)	0.162790697674419	0.5625	white
DEXSeq-noaggreg (>5%)	#000000	Drosophila	0.01	[ 2, 4) (n = 3890)	0.0371428571428571	0.635849056603774	white
DEXSeq-noaggreg (>5%)	#000000	Drosophila	0.01	[ 4,10) (n = 1366)	0.0653061224489796	0.564039408866995	white
DEXSeq-noaggreg (>5%)	#000000	Drosophila	0.01	[10,74] (n = 181)	0.0975609756097561	0.578125	white
DEXSeq-noaggreg (>5%)	#000000	Drosophila	0.05	[ 2, 4) (n = 3890)	0.0585106382978723	0.667924528301887	white
DEXSeq-noaggreg (>5%)	#000000	Drosophila	0.05	[ 4,10) (n = 1366)	0.102941176470588	0.600985221674877	white
DEXSeq-noaggreg (>5%)	#000000	Drosophila	0.05	[10,74] (n = 181)	0.224489795918367	0.59375	white
DEXSeq-noaggreg (>5%)	#000000	Drosophila	0.1	[ 2, 4) (n = 3890)	0.0717948717948718	0.683018867924528	#000000
DEXSeq-noaggreg (>5%)	#000000	Drosophila	0.1	[ 4,10) (n = 1366)	0.118466898954704	0.623152709359606	white
DEXSeq-noaggreg (>5%)	#000000	Drosophila	0.1	[10,74] (n = 181)	0.277777777777778	0.609375	white
DEXSeq-noaggreg	#009E73	Human	0.01	[ 2, 4) (n = 3735)	0.0701754385964912	0.726027397260274	white
DEXSeq-noaggreg	#009E73	Human	0.01	[ 4,10) (n = 7651)	0.161764705882353	0.688405797101449	white
DEXSeq-noaggreg	#009E73	Human	0.01	[10,82] (n = 5468)	0.280660377358491	0.594541910331384	white
DEXSeq-noaggreg	#009E73	Human	0.05	[ 2, 4) (n = 3735)	0.126984126984127	0.753424657534247	white
DEXSeq-noaggreg	#009E73	Human	0.05	[ 4,10) (n = 7651)	0.247448979591837	0.71256038647343	white
DEXSeq-noaggreg	#009E73	Human	0.05	[10,82] (n = 5468)	0.367729831144465	0.65692007797271	white
DEXSeq-noaggreg	#009E73	Human	0.1	[ 2, 4) (n = 3735)	0.202898550724638	0.753424657534247	white
DEXSeq-noaggreg	#009E73	Human	0.1	[ 4,10) (n = 7651)	0.305239179954442	0.736714975845411	white
DEXSeq-noaggreg	#009E73	Human	0.1	[10,82] (n = 5468)	0.437096774193548	0.680311890838207	white
DEXSeq-noaggreg (>10%)	#E69F00	Human	0.01	[ 2, 4) (n = 3735)	0.0181818181818182	0.73972602739726	white
DEXSeq-noaggreg (>10%)	#E69F00	Human	0.01	[ 4,10) (n = 7651)	0.0759493670886076	0.705314009661836	white
DEXSeq-noaggreg (>10%)	#E69F00	Human	0.01	[10,82] (n = 5468)	0.121813031161473	0.604288499025341	white
DEXSeq-noaggreg (>10%)	#E69F00	Human	0.05	[ 2, 4) (n = 3735)	0.0983606557377049	0.753424657534247	white
DEXSeq-noaggreg (>10%)	#E69F00	Human	0.05	[ 4,10) (n = 7651)	0.131428571428571	0.734299516908213	white
DEXSeq-noaggreg (>10%)	#E69F00	Human	0.05	[10,82] (n = 5468)	0.168734491315136	0.653021442495127	white
DEXSeq-noaggreg (>10%)	#E69F00	Human	0.1	[ 2, 4) (n = 3735)	0.126984126984127	0.753424657534247	white
DEXSeq-noaggreg (>10%)	#E69F00	Human	0.1	[ 4,10) (n = 7651)	0.150684931506849	0.748792270531401	white
DEXSeq-noaggreg (>10%)	#E69F00	Human	0.1	[10,82] (n = 5468)	0.218468468468468	0.676413255360624	white
DEXSeq-noaggreg (>15%)	#56B4E9	Human	0.01	[ 2, 4) (n = 3735)	0.0181818181818182	0.73972602739726	white
DEXSeq-noaggreg (>15%)	#56B4E9	Human	0.01	[ 4,10) (n = 7651)	0.0638977635782748	0.707729468599034	white
DEXSeq-noaggreg (>15%)	#56B4E9	Human	0.01	[10,82] (n = 5468)	0.106017191977077	0.608187134502924	white
DEXSeq-noaggreg (>15%)	#56B4E9	Human	0.05	[ 2, 4) (n = 3735)	0.0677966101694915	0.753424657534247	white
DEXSeq-noaggreg (>15%)	#56B4E9	Human	0.05	[ 4,10) (n = 7651)	0.107871720116618	0.739130434782609	white
DEXSeq-noaggreg (>15%)	#56B4E9	Human	0.05	[10,82] (n = 5468)	0.1575	0.65692007797271	white
DEXSeq-noaggreg (>15%)	#56B4E9	Human	0.1	[ 2, 4) (n = 3735)	0.0819672131147541	0.767123287671233	#56B4E9
DEXSeq-noaggreg (>15%)	#56B4E9	Human	0.1	[ 4,10) (n = 7651)	0.128851540616246	0.751207729468599	white
DEXSeq-noaggreg (>15%)	#56B4E9	Human	0.1	[10,82] (n = 5468)	0.194444444444444	0.678362573099415	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.01	[ 2, 4) (n = 3735)	0.0181818181818182	0.73972602739726	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.01	[ 4,10) (n = 7651)	0.0426229508196721	0.705314009661836	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.01	[10,82] (n = 5468)	0.0652818991097923	0.614035087719298	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.05	[ 2, 4) (n = 3735)	0.0517241379310345	0.753424657534247	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.05	[ 4,10) (n = 7651)	0.0835820895522388	0.741545893719807	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.05	[10,82] (n = 5468)	0.110236220472441	0.660818713450292	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.1	[ 2, 4) (n = 3735)	0.0967741935483871	0.767123287671233	#0072B2
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.1	[ 4,10) (n = 7651)	0.107954545454545	0.758454106280193	white
DEXSeq-noaggreg (>25%)	#0072B2	Human	0.1	[10,82] (n = 5468)	0.152912621359223	0.680311890838207	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.01	[ 2, 4) (n = 3735)	0.0181818181818182	0.73972602739726	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.01	[ 4,10) (n = 7651)	0.0965732087227414	0.70048309178744	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.01	[10,82] (n = 5468)	0.141666666666667	0.60233918128655	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.05	[ 2, 4) (n = 3735)	0.0983606557377049	0.753424657534247	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.05	[ 4,10) (n = 7651)	0.147727272727273	0.72463768115942	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.05	[10,82] (n = 5468)	0.210401891252955	0.651072124756335	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.1	[ 2, 4) (n = 3735)	0.153846153846154	0.753424657534247	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.1	[ 4,10) (n = 7651)	0.184	0.739130434782609	white
DEXSeq-noaggreg (>5%)	#000000	Human	0.1	[10,82] (n = 5468)	0.271966527196653	0.678362573099415	white
