method_name	method_col	method_pch	organism	threshold	L1	FDR	TPR	fill_color
casper, incomplete	casper	incomplete	Drosophila	0.05	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.100917431192661	0.441441441441441	white
casper, incomplete	casper	incomplete	Drosophila	0.05	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.152777777777778	0.488	white
casper, incomplete	casper	incomplete	Drosophila	0.05	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.21875	0.337837837837838	white
casper, incomplete	casper	incomplete	Drosophila	0.05	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.277533039647577	#000000
casper, incomplete	casper	incomplete	Drosophila	0.05	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.355932203389831	#000000
casper, incomplete	casper	incomplete	Drosophila	0.05	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.535714285714286	#000000
casper, incomplete	casper	incomplete	Drosophila	0.05	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.1875	#000000
casper, incomplete	casper	incomplete	Drosophila	0.05	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.125	#000000
casper, incomplete	casper	incomplete	Drosophila	0.05	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	0.666666666666667	#000000
casper, incomplete	casper	incomplete	Drosophila	0.1	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.158333333333333	0.454954954954955	white
casper, incomplete	casper	incomplete	Drosophila	0.1	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.2	0.512	white
casper, incomplete	casper	incomplete	Drosophila	0.1	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.333333333333333	0.378378378378378	white
casper, incomplete	casper	incomplete	Drosophila	0.1	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.303964757709251	#000000
casper, incomplete	casper	incomplete	Drosophila	0.1	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.389830508474576	#000000
casper, incomplete	casper	incomplete	Drosophila	0.1	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.535714285714286	#000000
casper, incomplete	casper	incomplete	Drosophila	0.1	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.1875	#000000
casper, incomplete	casper	incomplete	Drosophila	0.1	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.125	#000000
casper, incomplete	casper	incomplete	Drosophila	0.1	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	0.666666666666667	#000000
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.0955631399317406	0.596846846846847	white
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.204545454545455	0.56	white
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.338709677419355	0.554054054054054	white
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.585903083700441	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.542372881355932	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.607142857142857	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.6875	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.375	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	0.666666666666667	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.154078549848943	0.630630630630631	white
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.244897959183673	0.592	white
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.445945945945946	0.554054054054054	white
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.643171806167401	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.593220338983051	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.607142857142857	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.75	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.5	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	0.666666666666667	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.179775280898876	0.657657657657658	white
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.315789473684211	0.624	white
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.505263157894737	0.635135135135135	white
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.651982378854626	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.610169491525424	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.607142857142857	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.78125	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.5	#F0E442
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	0.666666666666667	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.104026845637584	0.601351351351351	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.113924050632911	0.56	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.316666666666667	0.554054054054054	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.361233480176211	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.457627118644068	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.607142857142857	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.1875	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	2 ds. 1 nonds (n = 8, n.ds = 8)	NA	0	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	0.666666666666667	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.163204747774481	0.635135135135135	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.204301075268817	0.592	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.402777777777778	0.581081081081081	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.378854625550661	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.508474576271186	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.607142857142857	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.25	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.25	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	0.666666666666667	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.187845303867403	0.662162162162162	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.271028037383178	0.624	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.441860465116279	0.648648648648649	white
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.392070484581498	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.508474576271186	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.607142857142857	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.25	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.25	#F0E442
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	0.666666666666667	#F0E442
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.107142857142857	0.619369369369369	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.189473684210526	0.616	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.343283582089552	0.594594594594595	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.616740088105727	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.559322033898305	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.642857142857143	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.71875	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.375	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	1	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.155619596541787	0.65990990990991	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.245283018867925	0.64	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.45679012345679	0.594594594594595	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.669603524229075	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.644067796610169	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.642857142857143	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.78125	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.5	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	1	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.194148936170213	0.682432432432432	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.32258064516129	0.672	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.514563106796116	0.675675675675676	white
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.682819383259912	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.661016949152542	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.678571428571429	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.84375	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.5	#009E73
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	1	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.0813559322033898	0.61036036036036	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.0740740740740741	0.6	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.222222222222222	0.567567567567568	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.356828193832599	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.457627118644068	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.607142857142857	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.1875	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	2 ds. 1 nonds (n = 8, n.ds = 8)	NA	0	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	1	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.128834355828221	0.63963963963964	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.133333333333333	0.624	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.333333333333333	0.594594594594595	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.383259911894273	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.457627118644068	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.607142857142857	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.1875	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.125	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	1	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.163793103448276	0.655405405405405	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.166666666666667	0.64	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.4	0.608108108108108	white
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.400881057268722	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.508474576271186	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.607142857142857	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.25	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.125	#009E73
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	1	#009E73
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.137931034482759	0.45045045045045	white
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.181818181818182	0.504	white
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.24	0.513513513513513	white
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.39647577092511	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.525423728813559	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.571428571428571	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.5625	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.375	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	0.666666666666667	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.186770428015564	0.470720720720721	white
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.223529411764706	0.528	white
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.359375	0.554054054054054	white
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.409691629955947	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.559322033898305	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	1 ds.[ 2,20] nonds (n = 28, n.ds = 28)	0	0.571428571428571	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	2 ds. 0 nonds (n = 32, n.ds = 32)	0	0.5625	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	2 ds. 1 nonds (n = 8, n.ds = 8)	0	0.375	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	2 ds.[ 2,20] nonds (n = 3, n.ds = 3)	0	1	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.1	0 ds. 0 nonds (n = 9615, n.ds = 444)	0.221830985915493	0.497747747747748	white
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.1	0 ds. 1 nonds (n = 3347, n.ds = 125)	0.224719101123595	0.552	white
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.1	0 ds.[ 2,20] nonds (n = 618, n.ds = 74)	0.373134328358209	0.567567567567568	white
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.1	1 ds. 0 nonds (n = 227, n.ds = 227)	0	0.427312775330396	#56B4E9
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.1	1 ds. 1 nonds (n = 59, n.ds = 59)	0	0.593220338983051	#56B4E9
