method_name	method_col	method_pch	organism	threshold	TPR	L1
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	0.556179775280899	1 ds.[ 2,54] rem (n = 178)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	0.49438202247191	1 ds.[ 2,54] rem (n = 178)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	0.578651685393258	1 ds.[ 2,54] rem (n = 178)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	0.49438202247191	1 ds.[ 2,54] rem (n = 178)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	0.449438202247191	1 ds.[ 2,54] rem (n = 178)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.01	0.426966292134831	1 ds.[ 2,54] rem (n = 178)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.01	0.561797752808989	1 ds.[ 2,54] rem (n = 178)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.01	0.49438202247191	1 ds.[ 2,54] rem (n = 178)
kallisto	kallisto	complete	Drosophila	0.01	0.556179775280899	1 ds.[ 2,54] rem (n = 178)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.01	0.398876404494382	1 ds.[ 2,54] rem (n = 178)
MISO	MISO	complete	Drosophila	0.01	0.601123595505618	1 ds.[ 2,54] rem (n = 178)
MISO, incomplete	MISO	incomplete	Drosophila	0.01	0.5	1 ds.[ 2,54] rem (n = 178)
SplicingGraph	SplicingGraph	complete	Drosophila	0.01	0.578651685393258	1 ds.[ 2,54] rem (n = 178)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.01	0.49438202247191	1 ds.[ 2,54] rem (n = 178)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.01	0.449438202247191	1 ds.[ 2,54] rem (n = 178)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.01	0.415730337078652	1 ds.[ 2,54] rem (n = 178)
casper	casper	complete	Drosophila	0.05	0.393258426966292	1 ds.[ 2,54] rem (n = 178)
casper, incomplete	casper	incomplete	Drosophila	0.05	0.359550561797753	1 ds.[ 2,54] rem (n = 178)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	0.601123595505618	1 ds.[ 2,54] rem (n = 178)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	0.533707865168539	1 ds.[ 2,54] rem (n = 178)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	0.634831460674157	1 ds.[ 2,54] rem (n = 178)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	0.51123595505618	1 ds.[ 2,54] rem (n = 178)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	0.471910112359551	1 ds.[ 2,54] rem (n = 178)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.05	0.443820224719101	1 ds.[ 2,54] rem (n = 178)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.05	0.589887640449438	1 ds.[ 2,54] rem (n = 178)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.05	0.51685393258427	1 ds.[ 2,54] rem (n = 178)
kallisto	kallisto	complete	Drosophila	0.05	0.584269662921348	1 ds.[ 2,54] rem (n = 178)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.05	0.466292134831461	1 ds.[ 2,54] rem (n = 178)
MISO	MISO	complete	Drosophila	0.05	0.674157303370786	1 ds.[ 2,54] rem (n = 178)
MISO, incomplete	MISO	incomplete	Drosophila	0.05	0.573033707865168	1 ds.[ 2,54] rem (n = 178)
SplicingGraph	SplicingGraph	complete	Drosophila	0.05	0.617977528089888	1 ds.[ 2,54] rem (n = 178)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.05	0.52247191011236	1 ds.[ 2,54] rem (n = 178)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.05	0.539325842696629	1 ds.[ 2,54] rem (n = 178)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.05	0.47752808988764	1 ds.[ 2,54] rem (n = 178)
casper	casper	complete	Drosophila	0.1	0.421348314606742	1 ds.[ 2,54] rem (n = 178)
casper, incomplete	casper	incomplete	Drosophila	0.1	0.398876404494382	1 ds.[ 2,54] rem (n = 178)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	0.606741573033708	1 ds.[ 2,54] rem (n = 178)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	0.533707865168539	1 ds.[ 2,54] rem (n = 178)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	0.651685393258427	1 ds.[ 2,54] rem (n = 178)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	0.544943820224719	1 ds.[ 2,54] rem (n = 178)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.1	0.49438202247191	1 ds.[ 2,54] rem (n = 178)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.1	0.455056179775281	1 ds.[ 2,54] rem (n = 178)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.1	0.629213483146067	1 ds.[ 2,54] rem (n = 178)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.1	0.544943820224719	1 ds.[ 2,54] rem (n = 178)
kallisto	kallisto	complete	Drosophila	0.1	0.617977528089888	1 ds.[ 2,54] rem (n = 178)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.1	0.48314606741573	1 ds.[ 2,54] rem (n = 178)
MISO	MISO	complete	Drosophila	0.1	0.696629213483146	1 ds.[ 2,54] rem (n = 178)
MISO, incomplete	MISO	incomplete	Drosophila	0.1	0.584269662921348	1 ds.[ 2,54] rem (n = 178)
SplicingGraph	SplicingGraph	complete	Drosophila	0.1	0.634831460674157	1 ds.[ 2,54] rem (n = 178)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.1	0.539325842696629	1 ds.[ 2,54] rem (n = 178)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.1	0.578651685393258	1 ds.[ 2,54] rem (n = 178)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.1	0.51123595505618	1 ds.[ 2,54] rem (n = 178)
casper	casper	complete	Drosophila	0.01	0.5	2 ds. 0 rem (n = 16)
casper, incomplete	casper	incomplete	Drosophila	0.01	0	2 ds. 0 rem (n = 16)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	0.8125	2 ds. 0 rem (n = 16)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	0	2 ds. 0 rem (n = 16)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	0.875	2 ds. 0 rem (n = 16)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	0	2 ds. 0 rem (n = 16)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	0.625	2 ds. 0 rem (n = 16)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.01	0	2 ds. 0 rem (n = 16)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.01	0.875	2 ds. 0 rem (n = 16)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.01	0	2 ds. 0 rem (n = 16)
kallisto	kallisto	complete	Drosophila	0.01	0.875	2 ds. 0 rem (n = 16)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.01	0	2 ds. 0 rem (n = 16)
MISO	MISO	complete	Drosophila	0.01	0.875	2 ds. 0 rem (n = 16)
MISO, incomplete	MISO	incomplete	Drosophila	0.01	0	2 ds. 0 rem (n = 16)
SplicingGraph	SplicingGraph	complete	Drosophila	0.01	0.75	2 ds. 0 rem (n = 16)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.01	0	2 ds. 0 rem (n = 16)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.01	0.75	2 ds. 0 rem (n = 16)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.01	0	2 ds. 0 rem (n = 16)
casper	casper	complete	Drosophila	0.05	0.625	2 ds. 0 rem (n = 16)
casper, incomplete	casper	incomplete	Drosophila	0.05	0	2 ds. 0 rem (n = 16)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	0.8125	2 ds. 0 rem (n = 16)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	0	2 ds. 0 rem (n = 16)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	0.875	2 ds. 0 rem (n = 16)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	0	2 ds. 0 rem (n = 16)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	0.625	2 ds. 0 rem (n = 16)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.05	0	2 ds. 0 rem (n = 16)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.05	0.875	2 ds. 0 rem (n = 16)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.05	0	2 ds. 0 rem (n = 16)
kallisto	kallisto	complete	Drosophila	0.05	0.875	2 ds. 0 rem (n = 16)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.05	0	2 ds. 0 rem (n = 16)
MISO	MISO	complete	Drosophila	0.05	0.875	2 ds. 0 rem (n = 16)
MISO, incomplete	MISO	incomplete	Drosophila	0.05	0	2 ds. 0 rem (n = 16)
SplicingGraph	SplicingGraph	complete	Drosophila	0.05	0.8125	2 ds. 0 rem (n = 16)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.05	0	2 ds. 0 rem (n = 16)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.05	0.75	2 ds. 0 rem (n = 16)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.05	0	2 ds. 0 rem (n = 16)
casper	casper	complete	Drosophila	0.1	0.625	2 ds. 0 rem (n = 16)
casper, incomplete	casper	incomplete	Drosophila	0.1	0	2 ds. 0 rem (n = 16)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.1	0.8125	2 ds. 0 rem (n = 16)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.1	0	2 ds. 0 rem (n = 16)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.1	0.9375	2 ds. 0 rem (n = 16)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.1	0	2 ds. 0 rem (n = 16)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.1	0.625	2 ds. 0 rem (n = 16)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.1	0	2 ds. 0 rem (n = 16)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.1	0.875	2 ds. 0 rem (n = 16)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.1	0	2 ds. 0 rem (n = 16)
kallisto	kallisto	complete	Drosophila	0.1	0.875	2 ds. 0 rem (n = 16)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.1	0	2 ds. 0 rem (n = 16)
MISO	MISO	complete	Drosophila	0.1	0.875	2 ds. 0 rem (n = 16)
MISO, incomplete	MISO	incomplete	Drosophila	0.1	0	2 ds. 0 rem (n = 16)
SplicingGraph	SplicingGraph	complete	Drosophila	0.1	0.8125	2 ds. 0 rem (n = 16)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.1	0	2 ds. 0 rem (n = 16)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.1	0.75	2 ds. 0 rem (n = 16)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.1	0	2 ds. 0 rem (n = 16)
casper	casper	complete	Drosophila	0.01	0.466666666666667	2 ds. 1 rem (n = 15)
casper, incomplete	casper	incomplete	Drosophila	0.01	0.333333333333333	2 ds. 1 rem (n = 15)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.01	0.533333333333333	2 ds. 1 rem (n = 15)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.01	0.133333333333333	2 ds. 1 rem (n = 15)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.01	0.533333333333333	2 ds. 1 rem (n = 15)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.01	0.133333333333333	2 ds. 1 rem (n = 15)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.01	0.466666666666667	2 ds. 1 rem (n = 15)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.01	0.133333333333333	2 ds. 1 rem (n = 15)
featureCounts-flat	featureCounts-flat	complete	Drosophila	0.01	0.533333333333333	2 ds. 1 rem (n = 15)
featureCounts-flat, incomplete	featureCounts-flat	incomplete	Drosophila	0.01	0.133333333333333	2 ds. 1 rem (n = 15)
kallisto	kallisto	complete	Drosophila	0.01	0.533333333333333	2 ds. 1 rem (n = 15)
kallisto, incomplete	kallisto	incomplete	Drosophila	0.01	0	2 ds. 1 rem (n = 15)
MISO	MISO	complete	Drosophila	0.01	0.533333333333333	2 ds. 1 rem (n = 15)
MISO, incomplete	MISO	incomplete	Drosophila	0.01	0	2 ds. 1 rem (n = 15)
SplicingGraph	SplicingGraph	complete	Drosophila	0.01	0.533333333333333	2 ds. 1 rem (n = 15)
SplicingGraph, incomplete	SplicingGraph	incomplete	Drosophila	0.01	0	2 ds. 1 rem (n = 15)
TopHat-junctions	TopHat-junctions	complete	Drosophila	0.01	0.533333333333333	2 ds. 1 rem (n = 15)
TopHat-junctions, incomplete	TopHat-junctions	incomplete	Drosophila	0.01	0.133333333333333	2 ds. 1 rem (n = 15)
casper	casper	complete	Drosophila	0.05	0.466666666666667	2 ds. 1 rem (n = 15)
casper, incomplete	casper	incomplete	Drosophila	0.05	0.333333333333333	2 ds. 1 rem (n = 15)
DEXSeq-default	DEXSeq-default	complete	Drosophila	0.05	0.533333333333333	2 ds. 1 rem (n = 15)
DEXSeq-default, incomplete	DEXSeq-default	incomplete	Drosophila	0.05	0.266666666666667	2 ds. 1 rem (n = 15)
DEXSeq-noaggreg	DEXSeq-noaggreg	complete	Drosophila	0.05	0.533333333333333	2 ds. 1 rem (n = 15)
DEXSeq-noaggreg, incomplete	DEXSeq-noaggreg	incomplete	Drosophila	0.05	0.2	2 ds. 1 rem (n = 15)
featureCounts-exon	featureCounts-exon	complete	Drosophila	0.05	0.466666666666667	2 ds. 1 rem (n = 15)
featureCounts-exon, incomplete	featureCounts-exon	incomplete	Drosophila	0.05	0.133333333333333	2 ds. 1 rem (n = 15)
